class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,514,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,515,0,0,0,0.68,0,0,0.02,0.24,0,0,0.05,0,0,0,0,0,0,0,0,0
11,516,0,0,0,0,0,0.09,0,0,0,0,0,0.59,0,0,0,0.31,0,0,0,0
2,517,0.03,0,0.75,0,0,0.02,0,0,0,0,0.17,0,0,0,0,0,0,0,0.01,0
9,518,0.09,0.07,0,0.02,0.02,0,0,0,0,0.55,0.15,0.02,0,0.02,0,0,0,0.04,0,0
11,519,0.04,0.02,0,0.05,0,0.04,0,0.12,0.02,0.05,0,0.25,0.16,0.23,0,0.01,0,0,0,0
9,520,0.29,0,0,0,0,0,0,0,0.07,0.5,0.1,0.04,0,0,0,0,0,0,0,0
10,521,0,0.05,0,0,0,0,0,0.08,0.11,0,0.6,0.09,0,0.06,0,0,0,0,0,0
0,522,0.21,0.03,0,0.1,0,0,0,0.07,0,0.13,0.21,0.05,0,0.18,0,0,0,0,0,0
13,523,0.33,0.02,0,0.04,0,0,0,0,0,0.09,0.03,0,0,0.48,0,0,0,0,0,0
10,524,0.01,0,0,0,0,0,0,0,0.01,0,0.89,0.06,0,0.02,0,0,0,0,0,0
9,525,0,0,0.06,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0
0,526,0.55,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0
13,527,0,0.24,0,0,0,0.01,0.06,0.06,0,0,0,0.06,0.04,0.52,0,0,0,0,0,0
10,528,0.14,0,0,0.02,0,0,0,0,0.1,0.02,0.55,0.1,0,0.06,0,0,0,0,0,0
15,529,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
4,530,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,531,0,0,0,0.05,0,0,0,0.06,0,0.03,0,0,0,0.4,0,0,0,0.02,0.43,0
2,532,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
0,533,0.87,0,0.02,0,0,0,0,0,0.08,0.02,0,0,0,0,0,0,0,0,0,0
0,534,0.88,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0
18,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.99,0
5,536,0.01,0,0,0,0,0.93,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0
0,537,0.87,0,0,0.02,0,0,0,0,0.02,0.07,0,0,0,0,0,0,0,0,0,0
5,538,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,539,0.9,0,0,0,0,0,0,0,0,0.01,0.01,0.07,0,0,0,0,0,0,0,0
7,540,0.02,0.08,0,0.18,0,0.05,0,0.48,0,0,0,0.18,0,0,0,0,0,0,0,0
15,541,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
8,542,0.23,0,0,0,0,0,0,0.02,0.53,0.16,0,0.04,0,0,0,0,0,0,0,0
8,543,0.03,0,0.23,0,0,0,0,0,0.48,0,0.02,0,0,0,0,0,0,0.06,0.17,0
8,544,0.23,0,0.04,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.01,0.12,0
2,545,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.06,0,0.03,0,0,0,0
11,546,0.28,0.03,0,0,0,0,0,0.03,0.03,0.03,0.14,0.42,0,0,0,0,0.01,0,0,0
9,547,0.24,0,0,0,0,0,0,0,0.05,0.57,0.1,0,0,0,0,0,0,0,0,0
11,548,0.23,0,0,0,0,0,0,0,0,0,0,0.56,0.2,0,0,0,0,0,0,0
10,549,0.18,0.02,0,0.03,0,0,0,0.03,0.03,0,0.62,0.03,0,0.04,0,0,0,0,0,0
0,550,0.61,0,0.03,0,0,0,0,0,0.14,0,0.14,0.03,0,0,0,0,0,0.05,0,0
0,551,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,552,0.24,0,0,0,0,0,0,0,0.02,0,0.74,0,0,0,0,0,0,0,0,0
3,553,0.04,0,0,0.59,0,0,0,0.11,0.03,0.12,0.07,0.01,0,0.01,0,0,0,0,0,0
2,554,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0
10,555,0,0.15,0.02,0.09,0,0,0,0.19,0.01,0.13,0.23,0,0,0.1,0,0,0,0.03,0.03,0
0,556,0.3,0,0.07,0.08,0,0,0,0.08,0.03,0.02,0,0.01,0.29,0.07,0,0,0,0.04,0,0
0,557,0.54,0.03,0,0.02,0,0,0.01,0,0.05,0.18,0.13,0,0,0,0,0,0.01,0.02,0,0
0,558,0.75,0,0,0.02,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
9,559,0.12,0.05,0.02,0.06,0,0,0,0.11,0.05,0.33,0.14,0.05,0,0.01,0,0,0,0.01,0,0
7,560,0,0,0.21,0.02,0,0,0,0.67,0.01,0,0,0,0,0.08,0,0,0,0,0,0
2,561,0,0,0.95,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,562,0.27,0,0.01,0.06,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0
0,563,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,564,0.03,0,0,0,0,0,0,0,0,0.94,0,0.01,0,0.01,0,0,0,0,0,0
11,565,0.17,0,0,0,0,0,0.01,0.02,0.03,0.01,0.21,0.49,0,0,0,0,0,0,0.02,0
0,566,0.87,0,0,0.02,0,0,0,0,0.02,0.06,0.02,0,0,0,0,0,0,0,0,0
13,567,0.04,0,0,0,0.04,0,0,0,0,0.05,0.25,0,0,0.39,0,0.2,0,0.02,0,0
16,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
0,569,0.29,0.04,0,0.03,0,0,0,0.02,0,0.2,0.2,0,0.02,0.18,0,0,0,0,0,0
0,570,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,571,0.79,0,0.02,0.01,0,0,0,0,0,0.14,0.02,0,0,0,0,0,0,0,0,0
0,572,0.9,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0
0,573,0.95,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
3,574,0.04,0.14,0,0.54,0,0,0.03,0.19,0,0.02,0.01,0,0,0,0,0,0,0,0,0
10,575,0.25,0,0,0,0,0,0,0,0,0.03,0.69,0,0,0.02,0,0,0,0,0,0
0,576,0.97,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
0,577,0.44,0,0,0.12,0,0,0,0,0,0.34,0.05,0,0,0.02,0,0,0,0.01,0,0
15,578,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
0,579,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,580,0.01,0.12,0,0.04,0,0,0.05,0.63,0.06,0.03,0,0,0.03,0,0,0,0,0,0,0
18,581,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0
1,582,0,0.53,0,0.19,0,0,0.05,0.06,0,0.02,0.11,0.04,0,0,0,0,0,0,0,0
2,583,0,0.07,0.8,0,0,0.03,0.02,0.04,0,0,0,0,0,0,0,0,0.03,0,0,0
2,584,0,0.16,0.38,0,0.02,0,0,0,0.08,0,0,0,0,0,0.02,0.08,0,0,0.25,0
0,585,0.41,0.19,0,0,0.01,0,0,0,0.13,0,0.2,0,0,0,0,0,0,0.05,0,0
6,586,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,587,0.06,0,0,0,0,0,0,0,0.02,0.26,0.6,0.02,0.01,0.01,0,0.01,0,0,0,0
16,588,0,0.1,0,0,0,0,0.03,0.03,0.1,0,0.05,0.18,0,0,0.02,0,0.47,0,0,0
0,589,0.96,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
0,590,0.79,0,0,0,0,0,0,0,0,0.11,0,0.02,0,0,0,0,0,0.03,0.04,0
7,591,0,0.01,0.13,0.31,0,0,0.02,0.43,0,0,0,0.05,0,0,0,0,0,0,0.03,0
8,592,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01
18,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
0,594,0.49,0,0,0,0,0.19,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0
0,595,0.43,0,0,0,0,0,0,0,0.07,0.16,0.33,0,0,0,0,0,0,0,0,0
8,596,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0.41,0
0,597,0.44,0,0,0,0,0,0,0,0,0.03,0.28,0,0,0.2,0,0,0,0.03,0,0
18,598,0,0,0,0,0,0,0,0,0.12,0,0,0,0.05,0,0,0,0,0,0.82,0
9,599,0.15,0.05,0.02,0.04,0,0,0.01,0.1,0.04,0.3,0.17,0.05,0.01,0.02,0,0,0,0,0,0
8,600,0.16,0.01,0,0,0,0,0,0,0.47,0.18,0.07,0.02,0.04,0,0,0.01,0,0.03,0,0
0,601,0.92,0,0,0,0,0,0,0,0.03,0.05,0,0,0,0,0,0,0,0,0,0
0,602,0.86,0,0,0,0,0,0,0.02,0.05,0.05,0.02,0,0,0,0,0,0,0,0,0
0,603,0.92,0,0,0,0,0,0,0,0,0.06,0.02,0,0,0,0,0,0,0,0,0
0,604,0.61,0,0,0.05,0,0,0,0.01,0.08,0.06,0.17,0,0,0,0,0,0,0,0,0
1,605,0.25,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,606,0.93,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0
3,607,0.05,0,0.03,0.69,0,0,0,0.01,0,0.02,0.01,0.02,0,0,0,0,0,0,0.15,0
2,608,0,0.04,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.07,0
11,609,0,0.03,0.05,0,0,0.02,0,0.25,0,0.18,0.02,0.26,0,0.18,0,0,0,0,0,0
0,610,0.24,0.02,0,0.04,0,0,0,0.07,0,0.16,0.24,0.05,0.02,0.14,0,0,0,0,0,0
0,611,0.59,0.02,0,0,0,0,0,0,0.1,0.02,0.24,0,0,0,0,0,0,0,0,0
10,612,0,0,0.06,0,0,0,0,0.18,0.19,0.02,0.24,0.02,0,0,0,0,0.04,0.03,0.19,0
0,613,0.39,0.01,0,0.05,0,0,0,0.03,0,0.21,0.12,0,0.11,0,0,0.04,0.02,0.02,0,0
9,614,0.02,0,0,0.06,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0
0,615,0.74,0,0,0.03,0.01,0,0,0,0.2,0.02,0,0,0,0,0,0,0,0,0,0
18,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2,617,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0
0,618,0.75,0,0.05,0.13,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.06,0,0
0,619,0.91,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0
1,620,0,0.31,0,0.16,0,0,0.04,0.03,0,0.02,0.27,0.06,0.02,0.05,0,0,0.02,0,0,0
11,621,0,0,0.03,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0.01,0,0.01
0,622,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,623,0.22,0,0,0,0,0,0,0,0,0,0.66,0.01,0,0.1,0,0,0,0,0,0
0,624,0.82,0,0.08,0,0,0,0,0,0,0.04,0,0,0.02,0,0,0.01,0,0.02,0,0
0,625,0.63,0,0,0,0,0,0,0,0.01,0.33,0.02,0,0,0,0,0,0,0,0,0
0,626,0.86,0,0,0,0,0,0,0,0.04,0,0,0.09,0.01,0,0,0,0,0,0,0
0,627,0.67,0.01,0,0,0,0,0,0.01,0.03,0,0.24,0,0,0,0,0,0.01,0,0,0
0,628,0.68,0,0,0,0,0,0,0,0,0.27,0,0,0.04,0,0,0.01,0,0,0,0
0,629,0.97,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
0,630,0.98,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
0,631,0.67,0,0.16,0,0,0,0,0,0,0.13,0,0,0.03,0,0,0,0,0,0,0
11,632,0,0,0.09,0.12,0,0.06,0,0.09,0.02,0,0.26,0.31,0,0.04,0,0,0,0,0,0
18,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
13,634,0,0,0,0,0,0,0,0.09,0.27,0,0,0,0,0.63,0,0,0,0,0,0
0,635,0.91,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0
15,636,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
0,637,0.98,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
10,638,0.15,0,0.06,0.01,0,0,0,0.09,0.08,0,0.47,0.08,0,0,0,0,0.04,0,0.01,0
15,639,0.11,0,0.08,0.05,0,0.2,0,0.05,0.05,0,0,0.02,0.13,0,0,0.26,0,0.03,0.01,0
13,640,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
11,641,0,0,0.15,0,0,0,0,0,0.07,0,0,0.71,0,0,0.02,0,0,0.04,0,0
13,642,0.02,0,0,0,0,0,0,0,0.03,0,0,0.04,0,0.91,0,0,0,0,0,0
11,643,0.11,0,0.04,0,0,0,0,0,0.25,0,0,0.58,0,0,0.01,0,0,0,0,0
0,644,0.75,0.02,0,0,0,0,0,0,0,0.05,0.1,0.03,0.02,0,0,0,0,0,0,0
3,645,0.29,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,646,0.01,0,0,0.7,0,0,0.01,0.24,0,0,0.04,0,0,0,0,0,0,0,0,0
6,647,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,648,0.92,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
13,649,0.24,0.03,0.01,0.02,0,0,0,0.03,0,0.09,0.24,0,0,0.33,0,0,0,0,0,0
18,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.99,0
0,651,0.66,0,0,0,0,0,0,0.02,0.04,0,0.24,0.01,0,0,0,0,0.02,0,0,0
10,652,0.28,0,0.1,0,0,0,0,0,0,0,0.37,0.24,0,0,0,0,0,0,0,0
2,653,0,0,0.84,0,0,0.03,0,0,0.04,0.02,0,0.05,0.01,0,0,0,0,0,0,0
3,654,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.29,0
0,655,0.64,0,0,0,0,0,0,0.01,0.01,0.16,0.16,0,0,0,0,0,0.01,0,0,0
9,656,0.1,0,0.15,0.33,0,0,0,0,0,0.38,0,0.04,0,0,0,0,0,0,0,0
2,657,0.05,0.1,0.58,0,0,0,0,0,0.11,0.02,0.07,0.02,0.02,0,0,0,0,0.02,0,0
13,658,0.07,0.02,0,0,0,0,0,0,0,0.24,0.16,0.02,0,0.48,0,0,0,0.01,0,0
10,659,0.02,0,0,0,0.05,0,0.01,0,0.07,0.39,0.44,0.02,0,0,0,0,0,0,0,0
0,660,0.44,0,0,0,0,0,0,0,0.03,0.34,0.15,0,0,0,0,0.04,0,0,0,0
0,661,0.36,0.05,0,0.08,0,0.02,0.04,0.08,0.01,0.11,0.14,0.11,0,0,0,0,0,0,0,0
19,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1,663,0,0.48,0,0.06,0,0,0.05,0.21,0,0,0.07,0.03,0,0,0,0,0,0.02,0.06,0
7,664,0,0,0,0.02,0,0,0.03,0.94,0,0,0,0,0,0.01,0,0,0,0,0,0
0,665,0.59,0,0,0,0,0,0,0.01,0,0.04,0.3,0,0,0,0,0,0,0.01,0,0
9,666,0.15,0,0,0.04,0,0,0,0.07,0.02,0.53,0.13,0,0,0,0,0,0,0.03,0,0
0,667,0.56,0,0,0,0,0,0,0,0,0.41,0,0,0.02,0,0,0,0,0,0,0
10,668,0.34,0,0.02,0.03,0,0,0,0,0.13,0.02,0.37,0.03,0,0,0,0,0,0.06,0,0
0,669,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0
2,670,0.07,0.02,0.31,0.1,0,0,0,0.09,0,0.1,0.01,0,0,0.23,0,0,0.01,0.02,0.02,0
7,671,0.14,0.19,0,0.18,0,0,0.05,0.24,0.01,0.09,0.05,0.02,0.02,0,0,0,0,0,0,0
0,672,0.53,0,0,0.02,0,0,0,0.02,0.08,0.3,0.04,0,0.01,0,0,0,0,0,0,0
7,673,0.02,0.07,0,0.2,0,0,0.04,0.39,0.02,0.05,0.15,0.06,0,0,0,0,0,0,0,0
0,674,0.65,0,0,0.06,0,0,0,0,0.03,0.14,0.09,0,0.02,0,0,0,0,0,0,0
0,675,0.61,0.01,0,0,0,0,0,0,0.03,0,0.25,0,0,0.09,0,0,0,0,0,0
0,676,0.98,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
8,677,0.3,0,0,0.09,0,0,0,0,0.38,0.04,0.16,0,0,0,0,0,0,0.02,0,0
0,678,0.33,0.04,0.01,0,0,0,0,0,0,0.11,0.3,0.1,0,0,0,0,0.01,0.06,0,0
0,679,0.9,0,0,0,0,0,0,0,0.02,0.07,0,0,0,0,0,0,0,0,0,0
0,680,0.76,0,0.02,0.07,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0
0,681,0.95,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
8,682,0,0,0,0,0,0,0.03,0.29,0.42,0,0.15,0.03,0,0.05,0,0,0,0,0.01,0
0,683,0.41,0,0.18,0,0,0,0,0,0.16,0,0.02,0,0,0,0,0,0,0.13,0.09,0
0,684,0.32,0,0,0,0,0,0,0,0.06,0.24,0.02,0,0.21,0,0,0.01,0.02,0.09,0.02,0
18,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0
0,686,0.76,0,0,0,0,0,0,0,0.07,0,0.04,0.04,0,0,0,0,0,0,0.1,0
0,687,0.87,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0
0,688,0.42,0.05,0.23,0,0,0,0,0,0.03,0,0.2,0.05,0,0,0,0,0,0,0,0
0,689,0.65,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0
8,690,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.18,0
2,691,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0,0
10,692,0.2,0.06,0,0.06,0,0,0.02,0.03,0.02,0.07,0.46,0.08,0,0,0,0,0,0,0,0
0,693,0.54,0,0,0,0,0,0,0,0.1,0.3,0.03,0.02,0,0,0,0,0,0,0,0
6,694,0.01,0.14,0,0.02,0,0,0.65,0.02,0,0,0,0.15,0,0,0,0,0,0,0,0
8,695,0.14,0,0.26,0,0,0,0,0,0.31,0,0.22,0.01,0,0.04,0,0,0,0,0,0
0,696,0.82,0,0,0.06,0,0,0,0,0.02,0.03,0.03,0,0,0,0,0,0,0.01,0,0
10,697,0,0.02,0,0,0,0,0.17,0.1,0.02,0.26,0.37,0.05,0,0,0,0,0,0,0,0
12,698,0,0,0,0,0,0,0,0.15,0,0,0,0,0.85,0,0,0,0,0,0,0
0,699,0.86,0,0,0.02,0,0,0,0,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0
7,700,0,0,0,0,0,0,0.01,0.68,0.05,0,0,0,0,0,0,0,0.23,0.01,0,0
0,701,0.69,0,0,0,0,0,0,0,0.08,0.11,0.13,0,0,0,0,0,0,0,0,0
7,702,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0
0,703,0.21,0.21,0.05,0.07,0,0,0,0.09,0,0.08,0.05,0.06,0,0.15,0,0.01,0,0,0,0
2,704,0.24,0,0.63,0,0,0,0,0,0,0,0.08,0.04,0,0,0,0,0,0,0,0
0,705,0.79,0,0.04,0,0,0,0,0,0.06,0,0.05,0.03,0,0,0,0,0,0,0,0
18,706,0.11,0.01,0,0,0,0,0,0,0.05,0.08,0.02,0.04,0.03,0,0,0,0,0,0.65,0
2,707,0,0,0.84,0,0,0.03,0,0,0.04,0.02,0,0.04,0.01,0,0,0,0,0,0,0
0,708,0.75,0,0,0,0,0,0,0,0.06,0.1,0.09,0,0,0,0,0,0,0,0,0
13,709,0,0.02,0.3,0,0,0,0,0.05,0,0,0,0,0,0.63,0,0,0,0,0,0
18,710,0,0,0.02,0,0,0,0,0,0,0.12,0,0,0.02,0.08,0,0,0,0,0.73,0
0,711,0.53,0,0.04,0,0,0,0,0,0.33,0,0.08,0,0,0,0,0,0,0.01,0,0
15,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0
10,713,0,0.05,0,0.11,0,0,0.02,0.16,0,0.01,0.56,0.04,0,0.02,0,0,0.01,0,0,0
7,714,0,0,0,0.4,0,0,0.02,0.52,0.02,0.03,0,0,0,0,0,0,0,0,0,0
0,715,0.63,0.02,0,0,0,0,0,0,0.05,0.06,0.2,0.04,0,0,0,0,0,0,0,0
15,716,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
11,717,0.26,0,0,0,0,0,0,0,0,0.02,0.12,0.56,0,0,0,0,0,0.04,0,0
9,718,0.13,0,0.13,0.13,0,0.02,0,0.01,0,0.31,0,0.16,0,0.12,0,0,0,0,0,0
0,719,0.96,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
10,720,0,0.2,0,0,0,0,0.03,0.15,0,0.01,0.45,0.1,0,0.03,0,0,0.01,0,0,0
0,721,0.81,0,0,0.02,0,0,0,0,0,0.04,0.11,0,0,0,0,0,0,0,0,0
0,722,0.49,0.04,0,0,0.1,0,0,0.08,0,0,0,0.21,0,0,0.06,0,0,0.02,0,0
0,723,0.84,0,0,0.08,0,0,0,0,0,0.03,0,0,0.03,0,0,0,0,0,0,0
7,724,0,0,0,0,0,0,0,0.67,0.13,0.01,0,0,0.02,0.15,0,0,0,0.01,0,0
0,725,0.54,0,0,0.07,0,0,0.01,0.05,0,0.25,0.05,0,0,0,0,0,0,0,0,0
4,726,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,727,0.86,0,0,0.01,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0
10,728,0.46,0,0,0,0,0.05,0,0,0,0,0.47,0.02,0,0,0,0,0,0,0,0
2,729,0,0,0.58,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.35,0
3,730,0.07,0,0,0.89,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
2,731,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,732,0.26,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0
2,733,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,734,0.23,0,0.02,0.01,0,0,0,0,0.05,0.64,0.02,0,0,0,0,0,0,0,0,0
9,735,0,0.12,0,0,0,0,0,0,0,0.79,0,0,0.03,0.03,0,0,0.02,0,0,0
10,736,0,0.07,0,0.04,0,0,0.02,0.22,0,0,0.49,0.15,0,0,0,0,0,0,0,0
0,737,0.88,0,0,0,0,0,0.02,0.06,0,0,0,0.03,0,0,0,0,0,0,0,0
13,738,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.01,0.3,0.01,0.01,0.01,0.01
0,739,0.7,0,0,0.04,0,0,0,0.01,0.11,0.05,0.07,0,0,0,0,0,0,0,0,0
10,740,0.45,0,0.02,0,0,0,0,0,0.01,0,0.46,0.03,0,0.01,0,0,0,0,0.01,0
15,741,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
17,742,0.02,0,0.02,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.88,0,0
13,743,0.29,0.04,0,0.12,0,0,0.02,0.09,0,0.04,0.01,0.02,0.01,0.35,0,0,0,0,0,0
2,744,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,745,0.23,0,0,0,0,0,0,0,0,0.05,0.45,0,0,0.26,0,0,0,0,0,0
10,746,0.06,0.05,0,0,0,0,0,0,0.06,0,0.73,0.05,0,0.02,0,0,0.01,0,0,0
2,747,0.06,0,0.92,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,748,0.03,0,0,0.31,0,0,0,0.06,0.01,0.05,0.45,0.03,0.03,0.02,0,0,0,0,0,0
8,749,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0
0,750,0.74,0,0,0,0,0,0,0,0.05,0.06,0.11,0,0,0,0,0,0,0,0,0
0,751,0.54,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0
10,752,0,0.02,0,0,0.09,0,0.02,0.03,0.2,0,0.53,0.05,0,0.07,0,0,0,0,0,0
7,753,0,0,0.13,0.18,0,0.13,0,0.32,0,0,0,0.24,0,0,0,0,0,0,0,0
15,754,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
0,755,0.59,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
0,756,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
0,758,0.95,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
18,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2,760,0,0,0.34,0,0,0.01,0,0.05,0.31,0,0,0.25,0,0,0.01,0,0,0.03,0,0
0,761,0.63,0.01,0,0,0,0,0,0,0.03,0.07,0.24,0,0,0,0,0,0,0,0,0
18,762,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0
18,763,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0
0,764,0.49,0,0,0.08,0,0.01,0,0,0,0,0.32,0.03,0.01,0.02,0,0.01,0,0,0,0
10,765,0.08,0,0,0,0,0,0,0,0,0.05,0.49,0,0,0.36,0,0,0,0,0,0
9,766,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0.01,0,0,0,0,0,0
6,767,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,768,0.72,0,0,0,0,0,0,0,0.02,0,0.23,0,0,0,0,0,0,0,0,0
