id,class,userId,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
920,NN,bakerstreetbee,0.68,0.21,0.04,0,0,0,0.03,0,0.03,0,cluster3
921,NN,JuggaMagicNinja,0.82,0.02,0,0,0,0,0.02,0.13,0,0,cluster3
922,NN,ilovetrisha811,0.71,0.06,0.01,0,0,0,0.05,0,0.01,0.15,cluster3
923,NN,amynmore,0.52,0.38,0.04,0,0,0,0.02,0,0.04,0,cluster0
924,NN,pngfootball50,0.75,0.22,0,0,0,0,0,0.03,0,0,cluster3
925,NN,Al3nziBdr,0.92,0,0,0,0,0,0,0,0,0,cluster3
926,NN,Elle_Anna_rose,0.85,0.01,0,0,0,0,0.01,0.11,0.01,0,cluster3
927,NN,AILYS_TheOffer,0,0,0,0,0,0,0,0,0,0.99,cluster4
928,NN,kissmeimkitt,0.86,0,0,0,0,0,0.03,0.09,0,0,cluster3
929,NN,StephanieT519,0.95,0,0,0,0,0,0,0.05,0,0,cluster3
930,NN,Eduardo_Guedez,0.31,0,0.02,0,0,0,0.2,0,0.44,0.03,cluster4
931,NN,Deth_Ben,0.71,0.1,0.01,0,0,0,0.1,0,0.07,0,cluster0
932,NN,JoanaGabizinha,0,0,0.14,0,0.85,0,0,0,0,0,cluster1
933,NN,jennachiapas,0.16,0.08,0,0,0,0,0.11,0,0.65,0,cluster4
934,NN,j_wizzle20,0.42,0.32,0,0,0,0,0,0.26,0,0,cluster3
935,NN,sara_moosa2,0.7,0.19,0,0.01,0,0,0.06,0,0.04,0,cluster0
936,NN,Okolie_ibm,0.27,0.57,0.02,0.01,0,0,0.02,0.09,0,0,cluster0
937,NN,gilhakuno,0.69,0.06,0,0,0,0,0,0,0.02,0.2,cluster3
938,NN,this_is_teyak,0.19,0.07,0,0,0.01,0,0,0,0,0.72,cluster4
939,NN,TheGunM4g,0.22,0.3,0.02,0,0,0,0.28,0.02,0.13,0.01,cluster0
940,NN,Kobe2333,0.08,0.62,0,0,0,0.01,0,0.27,0,0,cluster0
941,NN,jennamdy,0.82,0.17,0,0,0,0,0,0,0,0,cluster3
942,NN,llalmeida99,0.45,0.47,0,0,0.01,0,0.02,0.05,0,0,cluster2
943,NN,Gainsbarough,0,0.29,0.56,0,0,0,0.11,0.01,0.02,0,cluster4
944,NN,yogasetiawan08,0,0.46,0,0.53,0,0,0,0,0,0,cluster4
945,NN,youngalexande15,0,0.12,0,0,0.05,0,0.82,0,0,0,cluster4
946,NN,iRenjiAbarai,0.71,0,0,0.03,0,0,0.12,0,0.12,0.02,cluster0
947,NN,Salomguez,0,0,0.96,0.04,0,0,0,0,0,0,cluster4
948,NN,Shannaaaa_,0.69,0.14,0.05,0,0,0,0,0.12,0,0,cluster3
949,NN,negreteeashley,0,0.66,0.2,0,0,0,0.09,0,0,0.04,cluster4
950,NN,HAIRTRlCKS,0.78,0,0,0.13,0,0,0.09,0,0,0,cluster3
951,N,sarsha121,0,0,0,0,0,0,0.28,0.47,0,0.2,cluster0
952,NN,CynquettaDean,0.42,0.12,0,0,0,0,0.13,0.32,0,0,cluster0
953,NN,SheilaBabington,0.03,0,0.01,0,0,0.02,0.91,0,0.02,0,cluster0
954,NN,csickem4,0.95,0,0,0,0,0,0,0.04,0,0,cluster3
955,NN,LATibbetts,0.33,0.58,0,0,0,0,0.01,0.05,0.02,0,cluster0
956,NN,kaitlintay,0.97,0,0,0,0,0,0,0.01,0.02,0,cluster3
957,N,JRockErrday,0.29,0.21,0,0,0,0,0,0.51,0,0,cluster2
958,NN,angeurysm,0.84,0.03,0,0,0,0,0.05,0.04,0.03,0,cluster3
959,NN,PromiseGrande_,0.67,0,0.06,0,0,0.01,0,0,0,0.24,cluster4
960,NN,GabrielleWang,0.25,0.33,0.02,0,0,0,0.08,0,0.31,0.02,cluster0
961,NN,MsTj_Siqila,0.5,0.1,0,0,0,0,0.11,0.23,0.03,0,cluster0
962,N,yogurl_skylar,0.56,0.05,0.01,0,0,0,0.02,0.36,0,0,cluster3
963,NN,Jenlouu,0.64,0.3,0,0.01,0,0,0.04,0,0,0,cluster3
964,NN,MorganAshlynn,0.88,0.07,0,0,0,0,0,0.05,0,0,cluster3
965,NN,SAWINDERSINGH12,0,0,0,0,0,0,1,0,0,0,cluster0
966,NN,brookewaibel,0.95,0.01,0,0,0,0,0,0.03,0,0,cluster3
967,NN,muxiqboi,0.42,0.27,0,0,0,0,0.03,0.25,0.02,0,cluster3
968,NN,Liguirofobico,0.14,0.39,0.01,0.03,0.3,0.01,0.04,0.03,0.03,0.02,cluster1
969,NN,coughssparkles,0.89,0,0.01,0,0,0,0,0,0,0.09,cluster3
970,NN,gavinsweeney,0.58,0.35,0,0,0,0,0.04,0,0.03,0,cluster0
971,NN,monanazz,0.31,0.12,0.47,0,0,0,0.01,0.06,0,0.03,cluster4
972,NN,bre_snop,0,0.43,0.01,0,0,0.46,0.02,0,0,0.07,cluster4
973,NN,ChoradiyaMehul,0.1,0.02,0,0.05,0,0,0.8,0,0,0.02,cluster0
974,NN,CCUSABiz,0,0,0.99,0,0,0,0,0,0,0,cluster4
975,NN,jaxycarter,0.76,0.23,0,0,0,0,0,0,0,0,cluster3
976,NN,fisheyedmeenaxi,0.15,0.08,0.02,0.01,0,0,0.47,0,0.21,0.05,cluster0
977,NN,AbadisForest,0.59,0.11,0.02,0,0,0.02,0.17,0.05,0.03,0,cluster0
978,NN,bambamtwins,0.73,0.13,0,0,0,0,0.09,0,0.05,0,cluster0
979,NN,ahxinnn_,0.95,0,0,0,0,0,0,0.04,0,0,cluster3
980,NN,princess__jesse,0.86,0,0,0,0,0,0,0.14,0,0,cluster3
981,NN,Lungstablaze,0.42,0.08,0,0,0,0,0.29,0.15,0.05,0,cluster0
982,NN,SarbjeetInsan1,0.2,0,0,0,0,0.59,0,0,0.01,0.19,cluster4
983,NN,orindasfinest,0.49,0.36,0,0,0,0,0.04,0.04,0.07,0,cluster0
984,N,gen_karin,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
985,NN,Valentina_tina7,0,0.83,0,0,0,0,0.03,0,0,0.13,cluster0
986,NN,LiteAS_aFEATHER,0.86,0,0,0,0,0,0.06,0.03,0.04,0,cluster3
987,NN,InAMangoWalk,0.71,0.09,0,0,0,0,0.11,0,0.09,0,cluster0
988,NN,_colvin,0.96,0,0,0,0,0,0,0.04,0,0,cluster3
989,NN,allybarronn,0.97,0,0,0,0,0,0,0.02,0,0,cluster3
990,NN,MarijoSalaas,0,0,0,0,0.97,0,0,0.02,0,0.01,cluster1
991,NN,ScarfFash,0.16,0.32,0.01,0,0.01,0.06,0.29,0,0.04,0.11,cluster4
992,N,OrtizShs,0.49,0.05,0.05,0,0,0,0.01,0.37,0.02,0,cluster3
993,NN,VickyyNieeeto98,0.02,0,0,0,0.97,0,0,0,0,0,cluster1
994,NN,falcondelta81,0.13,0.59,0,0,0,0,0.03,0.24,0,0,cluster0
995,N,tanmanlaflaree,0.39,0.02,0,0,0,0,0,0.59,0,0,cluster2
996,NN,qua_lowkeythoe,0.76,0,0,0,0,0,0.03,0.19,0.02,0,cluster3
997,N,kecarter_,0.32,0.08,0,0,0,0,0.01,0.58,0.01,0,cluster2
998,N,dOLLjayy,0.38,0,0,0,0,0,0,0.61,0,0,cluster2
999,NN,Snaildot,0.79,0.01,0.07,0.02,0,0,0.04,0.02,0,0.05,cluster3
1000,NN,denistancl,0.09,0.08,0.01,0,0,0,0.44,0,0.37,0,cluster0
1001,N,YogiDaGoat,0.06,0.19,0,0,0,0,0,0.75,0,0,cluster2
1002,NN,viitranquillo,0.89,0,0,0,0.09,0,0,0.02,0,0,cluster1
1003,NN,mirandalhouse,0.97,0,0,0,0,0,0,0.03,0,0,cluster3
1004,NN,Fellywanjiku,0.49,0.17,0,0.1,0,0,0.04,0.1,0.01,0.08,cluster3
1005,NN,topceilingfans,0,0.13,0.03,0.01,0,0.01,0.63,0,0.17,0.01,cluster0
1006,NN,MeganSigrist,0.82,0.12,0,0.01,0,0,0,0,0.03,0,cluster3
1007,NN,fawwazfarhan,0,0.45,0,0.44,0,0,0.1,0,0,0,cluster4
1008,NN,anisajade_xx,0.87,0.03,0,0,0,0,0.05,0.02,0.03,0,cluster3
1009,NN,cel_1982,0.25,0.01,0.02,0,0,0,0,0,0,0.7,cluster4
1010,NN,mathewmm28,0.72,0.07,0,0,0,0,0.11,0,0.1,0,cluster0
1011,N,chinchilla_310,0.23,0.17,0,0,0,0,0.03,0.54,0,0,cluster2
1012,NN,rays_lalola,0.05,0.01,0,0.93,0,0,0,0,0,0.01,cluster4
1013,NN,pablogj14,0,0.47,0.04,0.2,0.21,0,0.07,0,0,0.01,cluster1
1014,NN,AmErica_Murphy,0.85,0.11,0,0,0,0,0.03,0,0,0,cluster3
1015,NN,danielleburgoyn,0.98,0,0.01,0,0,0,0,0,0,0,cluster3
1016,NN,cavalli1972,0.01,0.01,0.45,0.38,0.01,0.08,0.01,0.01,0.01,0.01,cluster4
1017,N,SnootyKyraK_,0.25,0,0,0,0,0,0,0.75,0,0,cluster2
1018,NN,cody_brewer,0.31,0.65,0,0,0,0,0,0.04,0,0,cluster0
1019,NN,positone,0,0.81,0.18,0,0,0,0,0,0,0,cluster0
1020,NN,smriti449,0.55,0.26,0,0.03,0,0,0.11,0,0.02,0.02,cluster0
1021,NN,ConnelSage,0.51,0.4,0,0,0,0,0.04,0.02,0.02,0,cluster0
1022,NN,f98650ba2264434,0.08,0,0,0,0,0,0.83,0,0.08,0,cluster0
1023,NN,KarenCoquito,0.04,0.1,0.02,0,0.8,0,0,0,0,0.03,cluster1
1024,NN,MeralKyncck,0,0,0,0.74,0.12,0,0,0,0,0.13,cluster4
1025,NN,83826slhd,0,0,0,0,1,0,0,0,0,0,cluster1
1026,N,oproprioTEKNIK,0,0.17,0.06,0.09,0.08,0.03,0.05,0.45,0.02,0.04,cluster2
1027,NN,shygal1391,0.93,0.02,0,0,0,0,0.01,0.02,0,0,cluster3
1028,NN,BizzleYonce,0.64,0.06,0.06,0,0,0,0,0.23,0,0,cluster3
1029,NN,MoJo_RN,0.68,0.01,0,0,0,0,0.15,0.04,0.12,0,cluster0
1030,NN,NDolegiewicz,0.22,0,0,0.74,0.05,0,0,0,0,0,cluster4
1031,N,nayaralovatic15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
1032,NN,DanDanswilliams,0.63,0.2,0,0.02,0,0,0.03,0.11,0,0,cluster3
1033,N,SpitOnMeNow,0.06,0.56,0,0,0,0,0,0.37,0,0,cluster0
1034,NN,jimoanism,0.68,0,0.13,0,0,0,0,0.05,0,0.14,cluster3
1035,N,xeniaechols,0.57,0.04,0,0,0,0,0.01,0.37,0,0,cluster3
1036,NN,briannazeyhnn,0.8,0,0,0,0,0,0,0.2,0,0,cluster3
1037,NN,tya_s__,0.7,0.08,0,0.02,0,0,0.06,0.11,0.02,0,cluster3
1038,NN,camiich1D,0.17,0.07,0.09,0,0.6,0,0,0,0,0.06,cluster1
1039,NN,2CC,0.02,0.19,0,0,0,0,0.78,0,0,0,cluster0
1040,NN,MRS_TEEN_WOLF,0.7,0.05,0.02,0.02,0,0,0,0.18,0,0.02,cluster3
1041,NN,lilee_rose,0.52,0.25,0.09,0,0,0,0,0.05,0,0.1,cluster3
1042,NN,MayliR,0.55,0.16,0.2,0,0,0,0,0,0,0.08,cluster3
1043,NN,MusicAchCouncil,0,0.09,0.03,0.17,0,0.05,0.12,0,0.54,0,cluster4
1044,NN,mOoMi1m,0.99,0,0,0,0,0,0,0,0,0,cluster3
1045,NN,CBiscuit116,0.78,0.03,0.08,0,0,0.03,0,0,0.07,0.02,cluster0
1046,NN,PangilinanZher,0.66,0,0,0.11,0,0,0,0,0,0.23,cluster3
1047,N,ChunkyCheek1,0.22,0,0,0.08,0,0,0,0.7,0,0,cluster2
1048,NN,irenegorde,0,0.19,0.11,0,0,0,0.24,0,0.44,0,cluster4
1049,NN,fashionbyrd,0.51,0.36,0,0,0,0,0,0.12,0,0,cluster3
1050,NN,nekodoruBox,0.85,0.07,0,0,0,0,0.05,0,0.03,0,cluster3
1051,NN,kitenge,0.22,0.21,0.04,0,0,0,0.47,0,0.04,0,cluster0
1052,NN,ultimatepulse,0,0.84,0,0,0,0,0,0,0.15,0,cluster0
1053,NN,OlgaIfv,0.43,0.1,0.24,0.1,0.09,0,0,0,0,0.03,cluster4
1054,NN,nursyxh,0.91,0,0,0.08,0,0,0,0,0,0,cluster3
1055,N,CheesyKev,0.43,0.11,0,0,0,0,0,0.45,0,0,cluster3
1056,NN,TJack2014,0.95,0,0.05,0,0,0,0,0,0,0,cluster3
1057,NN,judithjosee,0.94,0,0,0,0,0,0,0.06,0,0,cluster3
1058,NN,sydneybanford,0.97,0,0,0,0,0,0.01,0.02,0,0,cluster3
1059,NN,BubuYezzi6,0,0,0,0,1,0,0,0,0,0,cluster1
1060,NN,theKTB,0.48,0.31,0.05,0.01,0,0.01,0.07,0.02,0.04,0,cluster0
1061,NN,mmadiiee,0.99,0,0,0,0,0,0,0,0,0,cluster3
1062,NN,Aabbbyy_,0.86,0,0,0,0,0,0,0.13,0,0,cluster3
1063,NN,K_Smith_NZ,0.09,0.8,0,0,0,0,0,0.11,0,0,cluster0
1064,NN,cARAbALSAM0,0.97,0.02,0,0,0,0,0,0,0,0,cluster3
1065,NN,nadine_roca,0.69,0,0,0,0,0,0,0.31,0,0,cluster3
1066,NN,cervantestweets,0.62,0.24,0,0,0,0.02,0.02,0.09,0,0.01,cluster0
1067,NN,AdamBressler,0.26,0.32,0,0,0,0,0.39,0.01,0.02,0,cluster0
1068,NN,ArielaMoreno,0,0,0.76,0,0.24,0,0,0,0,0,cluster4
1069,NN,IzzatiMatSaberi,0.6,0,0.03,0.29,0,0,0.07,0,0,0,cluster4
1070,NN,uristgo,0,0,0,0,0.18,0,0.82,0,0,0,cluster4
1071,N,yvk60,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
1072,NN,anjeljaneh,0.79,0.2,0,0,0,0,0,0,0,0,cluster3
1073,NN,afifaabdjalil,0.82,0,0,0.17,0,0,0,0,0,0,cluster3
1074,NN,badia420,0.08,0.18,0.03,0.02,0.46,0.01,0.14,0,0.05,0.03,cluster1
1075,NN,CroomPam,0.12,0.21,0,0,0,0,0.2,0,0.45,0.02,cluster4
1076,NN,Billgateslove,0.81,0,0,0,0,0,0.02,0.15,0.02,0,cluster3
1077,NN,ManuSolivella7,0,0.17,0,0,0.83,0,0,0,0,0,cluster1
1078,NN,Hozer93,0.8,0.04,0,0,0,0,0,0.16,0,0,cluster3
1079,NN,Bunnyloversyou,0.73,0.13,0,0,0,0,0.09,0.02,0.01,0,cluster3
1080,NN,soniaa242,0.22,0,0,0,0,0.48,0.01,0,0.21,0.07,cluster4
1081,NN,mariahmendez__,0.81,0.06,0.01,0.05,0,0,0,0.05,0,0.01,cluster3
1082,NN,_marieclare,0.59,0.07,0,0,0,0,0.14,0.15,0.02,0.01,cluster0
1083,NN,BelSeQueMeAmas,0.26,0.02,0,0,0.68,0,0,0.02,0,0.02,cluster1
1084,NN,zenn_enechi,0.51,0.3,0.02,0,0,0,0.03,0.13,0,0,cluster3
1085,NN,liiissaK,0.97,0.01,0,0,0,0,0,0.02,0,0,cluster3
1086,NN,abaldonero,0.12,0.41,0.01,0,0,0,0.21,0,0.23,0.01,cluster0
1087,NN,nohup,0,0,0,0,0,0,0,0,0.96,0,cluster4
1088,N,Brand0n_Ellis,0.55,0.04,0,0,0,0,0,0.41,0,0,cluster3
1089,NN,xkatiealishax,0.88,0.1,0,0,0,0,0,0,0,0.01,cluster3
1090,NN,woolystyles,0.83,0.12,0.03,0,0,0,0,0,0,0.01,cluster3
1091,NN,hailzmcheezy,0.92,0,0,0,0,0,0.02,0.01,0.03,0,cluster3
1092,NN,athertonjc,0,0.13,0.02,0,0,0.03,0.2,0,0.56,0.05,cluster4
1093,NN,maythesegura,0.66,0,0,0,0.33,0,0,0.02,0,0,cluster1
1094,NN,carlotafranco2,0.11,0,0.04,0,0.78,0,0,0.05,0,0.01,cluster1
1095,N,BLAC_MONA_LISA,0.63,0,0,0,0,0,0,0.35,0,0,cluster3
1096,N,queenaleezy,0.66,0,0,0,0,0,0,0.34,0,0,cluster3
1097,NN,johnantoine9,0.35,0.43,0,0,0,0,0,0.23,0,0,cluster0
1098,NN,Toowoomba_Info,0.08,0.17,0,0,0,0,0.57,0,0.18,0,cluster0
1099,NN,indsbierton,0.87,0.09,0,0,0,0,0,0.02,0,0,cluster3
1100,NN,royallyhurt,0.72,0,0.13,0.06,0,0,0.02,0.05,0,0.02,cluster3
1101,NN,adamfleming96,0.18,0.72,0,0,0,0,0.03,0.07,0,0,cluster0
1102,NN,hartotodinataok,0,0,0,1,0,0,0,0,0,0,cluster4
1103,NN,chen_2911,0.48,0,0,0.32,0,0,0,0.2,0,0,cluster4
1104,NN,alanalovee,0.9,0.06,0,0,0,0,0,0.02,0,0,cluster3
1105,NN,tootsiebye,0.99,0,0,0,0,0,0,0,0,0,cluster3
1106,NN,HCXBS,0,0,0,0.94,0,0,0,0,0,0.06,cluster4
1107,NN,LauraDMTLJ,0,0,0.04,0,0.95,0,0,0,0,0.01,cluster1
1108,NN,NBSSAP,0,0.15,0,0,0,0,0.29,0,0.56,0,cluster4
1109,N,jssicum,0.59,0,0,0,0,0,0,0.41,0,0,cluster3
1110,NN,Brooklynnnn3,0.97,0,0,0,0,0,0,0.03,0,0,cluster3
1111,NN,dmfa20871,0,0,0,0,1,0,0,0,0,0,cluster1
1112,NN,Carpevinumblog,0,0.5,0.04,0.02,0.23,0,0,0,0.19,0,cluster4
1113,NN,YunQian212121,1,0,0,0,0,0,0,0,0,0,cluster3
1114,NN,scarletfana,0.35,0,0,0,0.59,0,0,0,0,0.06,cluster1
1115,NN,FearTheNando,0.4,0.38,0,0,0,0,0,0.21,0,0,cluster0
1116,NN,HeartLikeADog,0.27,0.09,0.02,0,0,0.06,0.13,0,0.35,0.06,cluster4
1117,NN,kaylacook_,0.97,0.03,0,0,0,0,0,0,0,0,cluster3
1118,NN,Junior95100,0,0,1,0,0,0,0,0,0,0,cluster4
1119,N,KWEEN_Ci,0.52,0,0,0,0,0,0,0.43,0.04,0,cluster2
1120,NN,ZeusKoSnow,0,0,0,0,0,0,0,0,0,1,cluster4
1121,NN,EmilyHara,0.91,0,0.01,0,0,0,0,0.06,0,0,cluster3
1122,NN,briannamarselle,0.84,0.14,0,0,0,0,0,0.02,0,0,cluster3
1123,NN,ashleyrenee2291,0.99,0,0,0,0,0,0,0.01,0,0,cluster3
1124,NN,Mago4_alex,0,0,0,0.17,0.82,0,0,0,0,0,cluster1
1125,NN,Eyyy_Flaca,0.98,0,0,0,0,0,0,0.01,0,0,cluster3
1126,NN,Dyosalevel999,0.44,0,0,0.01,0,0,0,0,0,0.54,cluster4
1127,NN,Astrobrandology,0.25,0.12,0.03,0,0,0,0.37,0.05,0.16,0,cluster0
1128,NN,AshiAkira,0.22,0.14,0,0,0,0.06,0.02,0,0.12,0.43,cluster4
1129,NN,510cherly,0.27,0.07,0.16,0,0,0.1,0,0.01,0,0.39,cluster4
1130,NN,frjessie,0,0,1,0,0,0,0,0,0,0,cluster4
1131,NN,LeighPeace,0.91,0,0,0,0,0,0.09,0,0,0,cluster3
1132,NN,TLengeling,0.48,0.18,0,0,0,0,0.13,0,0.19,0,cluster0
1133,NN,LubnaAlsaleh_,0.3,0,0,0.27,0,0,0,0,0,0.41,cluster4
1134,NN,tbqueerh,0.87,0.05,0.01,0,0,0,0.03,0,0.02,0,cluster3
1135,NN,Lala_jonnae,0.69,0,0,0,0,0,0,0.31,0,0,cluster3
1136,NN,Sumankarki05,0,0.55,0,0,0,0,0.4,0,0,0.05,cluster0
1137,NN,BalrajInsan,0.17,0.01,0,0,0,0.62,0,0,0.05,0.14,cluster4
1138,NN,sto_o,0.04,0.56,0.03,0,0,0,0.31,0,0.04,0,cluster0
1139,NN,gadgetifo,0,0,0.01,0,0,0,0.99,0,0,0,cluster0
1140,NN,kaylancarlsonB,0.93,0.02,0.01,0,0,0,0.02,0.02,0,0,cluster3
1141,NN,nadaaax0,0.81,0,0,0,0,0,0,0.19,0,0,cluster3
1142,N,MMohsen29,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
1143,NN,MarcPatterson89,0.13,0.8,0,0,0,0,0,0.07,0,0,cluster0
1144,N,ColsAndrea20,0.43,0.05,0,0,0,0,0,0.51,0.01,0,cluster3
1145,NN,mackkieeee,0.94,0,0,0,0,0,0.02,0,0.03,0,cluster3
1146,NN,seansumner10,0.57,0.22,0,0,0,0,0.02,0.18,0,0,cluster3
1147,N,iwritefordrake,0.26,0.15,0,0,0,0,0.21,0.37,0,0,cluster0
1148,NN,muhness,0.92,0.01,0,0,0,0,0,0.07,0,0,cluster3
1149,NN,lhynneirish,0.81,0,0,0,0,0,0,0,0,0.19,cluster3
1150,NN,anabibah_,0.52,0,0,0.48,0,0,0,0,0,0,cluster4
1151,NN,JBR_AlK,0.17,0.78,0,0,0,0,0.01,0.02,0,0,cluster0
1152,NN,klieze,0.47,0.07,0,0,0,0,0.01,0.18,0,0.27,cluster3
1153,N,fannyy_babee,0.61,0,0,0,0,0,0,0.39,0,0,cluster3
1154,NN,RosieRenner,0.42,0.1,0.04,0.15,0,0,0.27,0,0,0.01,cluster4
1155,NN,mighanica,0.5,0,0.04,0.39,0,0,0.07,0,0,0,cluster4
1156,NN,AndrewHopkins15,0.09,0.91,0,0,0,0,0,0,0,0,cluster0
1157,NN,Becci_Chan,0.39,0,0,0.12,0,0.48,0,0,0,0,cluster4
1158,NN,dudeblood,0.67,0.22,0,0,0,0,0.02,0.02,0.06,0,cluster0
1159,NN,kelsterwhytey,0.11,0.87,0,0,0,0,0.02,0,0,0,cluster0
1160,NN,PhorthWonder,0.13,0.45,0,0,0,0.01,0.11,0.25,0.02,0.01,cluster0
1161,NN,laceyweisshull,0.87,0.02,0,0,0,0,0.04,0.01,0.05,0,cluster0
1162,NN,MadelineSterlin,0.92,0.08,0,0,0,0,0,0,0,0,cluster3
1163,NN,watcher256,0.42,0.28,0,0,0,0.03,0.1,0,0.17,0,cluster0
1164,NN,kenjeong,0.35,0.56,0.01,0,0,0,0,0,0,0.07,cluster0
1165,N,Wolfe_2Gs,0.36,0.12,0,0,0,0,0,0.52,0,0,cluster2
1166,NN,mDAVIDrr_,0,0,0.02,0,0,0,0.79,0,0.19,0,cluster0
1167,NN,omar_abdlbasset,0.02,0.2,0.02,0.77,0,0,0,0,0,0,cluster4
1168,NN,olddirtysweater,0.05,0.87,0,0,0,0,0.02,0.06,0,0,cluster0
1169,NN,Hanmarieexx,0.98,0,0,0,0,0,0,0.02,0,0,cluster3
1170,NN,Kayzalfante,0.62,0.04,0,0.03,0,0,0.03,0,0,0.28,cluster3
1171,NN,teabagNpoppins,0.42,0.08,0.11,0,0,0,0.04,0.3,0,0.04,cluster3
1172,NN,DMariette,0,0,0.87,0,0,0,0.13,0,0,0,cluster4
1173,N,noellyjanice,0.35,0,0,0,0,0,0,0.65,0,0,cluster2
1174,NN,EliteGroupAlain,0.01,0.39,0.2,0,0,0,0.3,0.03,0.05,0,cluster4
1175,NN,KMega23,0,0,0,0.21,0.16,0.37,0.23,0,0,0,cluster4
1176,NN,MorganStolpa,0.95,0.04,0,0,0,0,0,0,0,0,cluster3
1177,NN,_AshleyMarie1,0.84,0.04,0,0,0,0,0,0.12,0,0,cluster3
1178,NN,katybugg_,0.87,0.09,0.01,0,0,0,0,0,0,0,cluster3
1179,NN,foxman0608,0,0.99,0,0,0,0,0,0,0,0,cluster0
1180,NN,virgin_kakoti,0.06,0,0.11,0.6,0,0.03,0,0,0,0.2,cluster4
1181,NN,cissatimm,0.48,0,0.04,0.02,0.42,0,0.02,0,0.02,0,cluster1
1182,NN,thecindymiralxx,0.39,0.02,0,0.02,0,0,0,0.01,0,0.55,cluster4
1183,NN,lisalodin,0.34,0.11,0.08,0.2,0.02,0,0.15,0.02,0,0.08,cluster4
1184,NN,itsmeyayel,0.08,0.02,0,0.01,0,0,0,0,0,0.89,cluster4
1185,NN,lucianasimoes,0,0.22,0.05,0.14,0.47,0,0.11,0,0.02,0,cluster1
1186,N,SumMannShit,0.07,0.02,0,0,0,0,0,0.91,0,0,cluster2
1187,NN,rox_e_isfab,0.79,0,0,0,0.13,0,0,0.08,0,0,cluster1
1188,N,Madaaaam_,0.64,0,0,0,0,0,0,0.35,0,0,cluster3
1189,NN,john_foley,0.68,0.1,0.1,0,0,0,0,0.12,0,0,cluster3
1190,NN,AyyRokaa,0.71,0.03,0,0,0,0.01,0.06,0.18,0,0,cluster0
1191,NN,AGattoB_TCH16,0.79,0.18,0,0,0,0,0,0,0,0.02,cluster3
1192,NN,danikaharrod,0.74,0.11,0.02,0.01,0,0,0,0.07,0,0.03,cluster3
1193,NN,AmiliaPermataS,0,0,0,0.99,0.01,0,0,0,0,0,cluster4
1194,NN,AudreyTCarroll,0.65,0.13,0,0,0,0,0.02,0,0.18,0,cluster0
1195,NN,johnnyutah66,0.28,0.58,0,0,0,0,0.1,0,0.02,0.01,cluster0
1196,NN,meagbelline19,0.76,0.01,0.2,0,0,0,0,0,0,0.03,cluster3
1197,N,nicolelove_com,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
1198,NN,Meryconley,0.43,0.03,0,0,0.49,0,0.03,0,0,0,cluster1
1199,NN,SelenaaBiancaa,0.89,0.06,0,0,0,0,0,0.04,0,0,cluster3
1200,NN,K_Fdes,0.14,0.12,0,0.02,0.55,0,0.1,0,0.04,0.02,cluster1
1201,NN,EstellePedreira,0,0.71,0,0,0.23,0,0,0,0,0,cluster1
1202,NN,butl31006,0,0,0,0,1,0,0,0,0,0,cluster1
1203,NN,NS_bink,0.25,0,0,0.44,0.1,0,0.14,0,0,0.07,cluster4
1204,NN,Dizzie2k,0.45,0.29,0,0,0,0.05,0.11,0.08,0.01,0,cluster2
1205,NN,in2o14,0.54,0,0,0.04,0,0.02,0.02,0,0,0.38,cluster4
1206,NN,JMinords,0.32,0.57,0.01,0,0,0,0,0.1,0,0,cluster0
1207,NN,sugastahp,0.52,0,0.28,0,0.03,0.02,0,0.04,0,0.11,cluster4
1208,NN,ChildersMorgan,0.99,0.01,0,0,0,0,0,0,0,0,cluster3
1209,NN,ASBuford,0,0.91,0,0,0,0,0.03,0.03,0.04,0,cluster0
1210,NN,danielle4334,0.76,0.13,0,0,0,0,0,0.11,0,0,cluster3
1211,NN,SheaSkye,0.85,0,0,0,0,0,0,0.14,0,0,cluster3
1212,NN,PeaceSchmidt,0.48,0.06,0.41,0,0.03,0,0,0,0,0.01,cluster4
1213,NN,xolei_,0.74,0,0,0,0,0,0,0.25,0,0,cluster3
1214,NN,gtfbh,0.02,0.02,0.02,0.85,0.02,0.02,0.02,0.02,0.02,0.02,cluster4
1215,NN,xskyhook,0.8,0.03,0,0,0,0,0.04,0.13,0,0,cluster3
1216,NN,ShannonKRobson,0.85,0,0.01,0,0,0,0.04,0.07,0.01,0,cluster3
1217,NN,chelssawaya,0.74,0.21,0.02,0,0,0,0.01,0,0,0,cluster3
1218,NN,sheila0314,0.13,0.07,0,0,0,0,0.03,0,0,0.76,cluster4
1219,NN,JCeliin,0,0,0,0,1,0,0,0,0,0,cluster1
1220,NN,syssa75_,0.88,0,0,0,0,0,0,0.12,0,0,cluster3
1221,NN,MadisonUlm,0.83,0.12,0,0,0,0,0,0.04,0,0,cluster3
1222,NN,carbine10101,0.53,0.03,0,0,0,0,0.18,0.18,0.08,0,cluster0
